sheet_id,kind,label,source_filename,crop_filename,year,method,instrument,crop_w,crop_h,frame_w,frame_h,frame_measured,cells,anchor,west,north,east,south,deg_per_px_x,deg_per_px_y,span_lon_arcmin,span_lat_arcmin
36-XXVI-l,single,KK 083-04-01/085-04-10_155 - 05978 - 154,153_KK 083-04-01-085-04-10_155 - 05978 - 154.jpg,36-XXVI-l.jpg,1932,terrestrial,theodoliet- en bergboussole,4346,4340,4338.1,4324.5,both,"18,6",cell,106.6407753,-2.4996456,106.7242604,-2.5832779,0.000019210,0.000019270,5.0091,5.0179
36-XXVI-m,single,KK 083-04-01/085-04-10_156 - 05978 - 155,154_KK 083-04-01-085-04-10_156 - 05978 - 155.jpg,36-XXVI-m.jpg,1932,terrestrial,bergboussole,4352,4336,4334.9,4319.8,both,"19,6",cell,106.7239356,-2.4997632,106.8075976,-2.5834092,0.000019224,0.000019291,5.0197,5.0188
36-XXVI-n,single,KK 083-04-01/085-04-10_157 - 05978 - 156,155_KK 083-04-01-085-04-10_157 - 05978 - 156.jpg,36-XXVI-n.jpg,1932-1933,terrestrial,theodoliet- en bergboussole,4344,4334,4317.7,4320.4,both,"16,7",cell,106.4740022,-2.5830689,106.5578431,-2.6666658,0.000019300,0.000019289,5.0305,5.0158
36-XXVI-o,single,KK 083-04-01/085-04-10_158 - 05978 - 157,156_KK 083-04-01-085-04-10_158 - 05978 - 157.jpg,36-XXVI-o.jpg,1933,terrestrial,bergboussole,4382,4366,4375.8,4358.7,both,"17,7",cell,106.5574482,-2.5831760,106.6408996,-2.6666489,0.000019044,0.000019119,5.0071,5.0084
36-XXVI-p,single,KK 083-04-01/085-04-10_159 - 05978 - 158,157_KK 083-04-01-085-04-10_159 - 05978 - 158.jpg,36-XXVI-p.jpg,1933,terrestrial,bergboussole,4384,4372,4374.1,4361.0,both,"18,7",cell,106.6407319,-2.5830937,106.7242539,-2.6666375,0.000019052,0.000019109,5.0113,5.0126
36-XXVI-q,single,KK 083-04-01/085-04-10_160 - 05978 - 159,158_KK 083-04-01-085-04-10_160 - 05978 - 159.jpg,36-XXVI-q.jpg,1932,terrestrial,bergboussole,4392,4366,4378.4,4358.9,both,"19,7",cell,106.7239740,-2.5831779,106.8075662,-2.6666470,0.000019033,0.000019118,5.0155,5.0081
36-XXVII-a,single,KK 083-04-01/085-04-10_161 - 05978 - 160,159_KK 083-04-01-085-04-10_161 - 05978 - 160.jpg,36-XXVII-a.jpg,1932-1933,terrestrial,theodoliet- en bergboussole,4388,4376,4377.7,4360.4,both,"16,8",cell,106.4740558,-2.6663660,106.5575852,-2.7499975,0.000019036,0.000019111,5.0118,5.0179
36-XXVII-b,single,KK 083-04-01/085-04-10_162 - 05978 - 161,160_KK 083-04-01-085-04-10_162 - 05978 - 161.jpg,36-XXVII-b.jpg,1933,terrestrial,bergboussole,4378,4372,4372.9,4358.0,both,"17,8",cell,106.5574710,-2.6663581,106.6409015,-2.7499594,0.000019057,0.000019122,5.0058,5.0161
36-XXVII-c,single,KK 083-04-01/085-04-10_163 - 05978 - 162,161_KK 083-04-01-085-04-10_163 - 05978 - 162.jpg,36-XXVII-c.jpg,1933,terrestrial,bergboussole,4376,4372,4370.5,4359.7,both,"18,8",cell,106.6407986,-2.6663963,106.7242368,-2.7499652,0.000019067,0.000019115,5.0063,5.0141
36-XXVII-e,single,KK 083-04-01/085-04-10_164 - 05978 - 163,162_KK 083-04-01-085-04-10_164 - 05978 - 163.jpg,36-XXVII-e.jpg,1932-1933,terrestrial,theodoliet- en bergboussole,4388,4374,4380.1,4358.0,both,"16,9",cell,106.4740958,-2.7497376,106.5575795,-2.8333766,0.000019025,0.000019122,5.0090,5.0183
36-XXVII-fg,composite,KK 083-04-01/085-04-10_165 - 05978 - 164,163_KK 083-04-01-085-04-10_165 - 05978 - 164.jpg,36-XXVII-fg.jpg,1933,terrestrial,bergboussole,5028,4370,5014.2,4360.0,both,"17,9;18,9",left,106.5573168,-2.7498484,106.6530237,-2.8333729,0.000019035,0.000019113,5.7424,5.0115
36-XXVII-i,single,KK 083-04-01/085-04-10_166 - 05978 - 165,164_KK 083-04-01-085-04-10_166 - 05978 - 165.jpg,36-XXVII-i.jpg,1933,terrestrial,bergboussole,4390,4360,4374.5,4355.6,both,"16,10",cell,106.4739796,-2.8331894,106.5576082,-2.9166069,0.000019050,0.000019132,5.0177,5.0050
36-XXVII-k,single,KK 083-04-01/085-04-10_167 - 05978 - 166,165_KK 083-04-01-085-04-10_167 - 05978 - 166.jpg,36-XXVII-k.jpg,1933,terrestrial,bergboussole,4388,4376,4380.3,4358.0,both,"17,10",cell,106.5574197,-2.8330232,106.6408995,-2.9167004,0.000019025,0.000019122,5.0088,5.0206
36-XXVII-n,single,KK 083-04-01/085-04-10_168 - 05978 - 167,166_KK 083-04-01-085-04-10_168 - 05978 - 167.jpg,36-XXVII-n.jpg,1932-1933,terrestrial,theodoliet- en bergboussole,4386,4364,4378.5,4359.5,both,"16,11",cell,106.4741072,-2.9165227,106.5575833,-2.9999421,0.000019032,0.000019115,5.0086,5.0052
36-XXVII-o,single,KK 083-04-01/085-04-10_169 - 05978 - 168,167_KK 083-04-01-085-04-10_169 - 05978 - 168.jpg,36-XXVII-o.jpg,1932-1933,terrestrial,theodoliet- en bergboussole,4382,4368,4374.3,4359.1,both,"17,11",cell,106.5574539,-2.9165304,106.6409339,-3.0000339,0.000019051,0.000019117,5.0088,5.0102
36-XXVII-p,single,KK 083-04-01/085-04-10_170 - 05978 - 169,168_KK 083-04-01-085-04-10_170 - 05978 - 169.jpg,36-XXVII-p.jpg,1934,terrestrial,bergboussole,4370,4368,4360.1,4358.5,both,"18,11",cell,106.6406800,-2.9164440,106.7242026,-2.9999596,0.000019113,0.000019120,5.0114,5.0109
36-XXVIII-a,single,KK 083-04-01/085-04-10_171 - 05978 - 170,169_KK 083-04-01-085-04-10_171 - 05978 - 170.jpg,36-XXVIII-a.jpg,1932-1933,terrestrial,theodoliet- en bergboussole,4394,4370,4377.5,4358.8,both,"16,12",cell,106.4739359,-2.9997280,106.5575833,-3.0832754,0.000019037,0.000019118,5.0188,5.0128
36-XXVIII-bf,composite,KK 083-04-01/085-04-10_172 - 05978 - 171,170_KK 083-04-01-085-04-10_172 - 05978 - 171.jpg,36-XXVIII-bf.jpg,1932-1934,terrestrial,theodoliet- en bergboussole,4382,5326,4377.0,5305.2,both,"17,12;17,13",top,106.5574729,-2.9995693,106.6409014,-3.1013880,0.000019039,0.000019117,5.0057,6.1091
36-XXVIII-c,single,KK 083-04-01/085-04-10_173 - 05978 - 172,171_KK 083-04-01-085-04-10_173 - 05978 - 172.jpg,36-XXVIII-c.jpg,1934,terrestrial,bergboussole,4388,4380,4378.3,4361.5,both,"18,12",cell,106.6407149,-2.9996879,106.7242329,-3.0833748,0.000019033,0.000019107,5.0111,5.0212
36-XXVIII-dh,composite,KK 083-04-01/085-04-10_174 - 05978 - 173,172_KK 083-04-01-085-04-10_174 - 05978 - 173.jpg,36-XXVIII-dh.jpg,1934,terrestrial,bergboussole,4398,4802,4376.4,4785.9,both,"19,12;19,13",top,106.7239834,-2.9997337,106.8077281,-3.0915475,0.000019042,0.000019120,5.0247,5.5088
36-XXVIII-e,single,KK 083-04-01/085-04-10_175 - 05978 - 174,173_KK 083-04-01-085-04-10_175 - 05978 - 174.jpg,36-XXVIII-e.jpg,1934,terrestrial,bergboussole,4386,4370,4367.9,4363.6,both,"16,13",cell,106.4739030,-3.0831893,106.5575816,-3.1666453,0.000019079,0.000019097,5.0207,5.0074
36-XXVIII-g,single,KK 083-04-01/085-04-10_176 - 05978 - 175,174_KK 083-04-01-085-04-10_176 - 05978 - 175.jpg,36-XXVIII-g.jpg,1934,terrestrial,bergboussole,4394,4370,4380.5,4352.1,both,"18,13",cell,106.6406845,-3.0829468,106.7242747,-3.1666221,0.000019024,0.000019148,5.0154,5.0205
37-XXVI-in,composite,KK 083-04-01/085-04-10_177 - 05978 - 176,175_KK 083-04-01-085-04-10_177 - 05978 - 176.jpg,37-XXVI-in.jpg,1932,terrestrial,bergboussole,4382,4978,4376.4,4956.8,height,"20,6;20,7",top,106.8074977,-2.4996228,106.8909376,-2.5948017,0.000019042,0.000019120,5.0064,5.7107
